"filename", "language", "JSON", "YAML", "Markdown", "TypeScript", "Shell Script", "Python", "XML", "TypeScript JSX", "JSON with Comments", "Swift", "JavaScript", "Log", "HTML", "SCSS", "TOML", "comment", "blank", "total"
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/src/cachedOutdoorApi.ts", "TypeScript", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 74
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/src/catalogClient.ts", "TypeScript", 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 153
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/src/contentSettings.ts", "TypeScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 7
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/src/exportInbox.ts", "TypeScript", 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 20, 143
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/src/icloudInboxFolder.ts", "TypeScript", 0, 0, 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 26, 190
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/src/landscapeLayout.ts", "TypeScript", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 59
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/src/localTakeViews.ts", "TypeScript", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 28
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/src/lockdownMode.ts", "TypeScript", 0, 0, 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17, 177
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/src/outdoorEndpoints.ts", "TypeScript", 0, 0, 0, 469, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 43, 516
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/src/outdoorFetch.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 18
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/src/outdoorNgrokConfig.ts", "TypeScript", 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 87
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/src/processTake.ts", "TypeScript", 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 107
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/src/remotionSettings.ts", "TypeScript", 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 56
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/src/screens/AgentSettingsScreen.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 665, 0, 0, 0, 0, 0, 0, 0, 0, 4, 669
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/src/screens/FilmScreen.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 1204, 0, 0, 0, 0, 0, 0, 0, 0, 72, 1276
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/src/scriptCache.ts", "TypeScript", 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 101
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/src/scriptSchema.ts", "TypeScript", 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 12, 119
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/src/slideCode.ts", "TypeScript", 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 97
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/src/storage.ts", "TypeScript", 0, 0, 0, 225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 35, 262
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/src/takePersistence.ts", "TypeScript", 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 88
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/src/takeSyncSteps.ts", "TypeScript", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 55
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/src/uploadQueue.ts", "TypeScript", 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 113
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/src/videoSettings.ts", "TypeScript", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 60
"/Users/johndoe/Documents/company/video_ops/editor/ios-teleprompter/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/johndoe/Documents/company/video_ops/editor/outdoor-ui/package-lock.json", "JSON", 10063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10064
"/Users/johndoe/Documents/company/video_ops/editor/outdoor-ui/package.json", "JSON", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"/Users/johndoe/Documents/company/video_ops/editor/outdoor-ui/scripts/convert-classnames.mjs", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 4, 15, 126
